held_clone_index,bath_order,lag_frames,correlation_component,observed_correlation,simulated_correlation,simulated_marginal_covariance,thermodynamic_claim_allowed
1.0,16.0,54.0,uu,0.22970290674993224,0.20015046349268117,1.0248810790194987,0.0
1.0,16.0,54.0,up,0.009841747658631893,0.017304329179837662,0.06352106196949035,0.0
1.0,16.0,54.0,pu,-0.009497250795493229,-0.01618776491568284,0.06352106196949035,0.0
1.0,16.0,54.0,pp,0.000584299361894781,0.041245626263315335,0.97693683418217,0.0
1.0,16.0,55.0,uu,0.22795168115727502,0.1963823399065853,1.0470828551585374,0.0
1.0,16.0,55.0,up,0.009703073016717792,0.025035595250975456,0.05830266496336804,0.0
1.0,16.0,55.0,pu,-0.009504495091147607,-0.023776832628770082,0.05830266496336804,0.0
1.0,16.0,55.0,pp,-0.0009824649420457502,0.04484797295132762,0.9663034466333328,0.0
1.0,16.0,56.0,uu,0.2262458264530171,0.19195482295713506,1.0669120695256127,0.0
1.0,16.0,56.0,up,0.00928902294323802,0.03342175166316413,0.04886766630588976,0.0
1.0,16.0,56.0,pu,-0.009170795632267227,-0.024574920058530722,0.04886766630588976,0.0
1.0,16.0,56.0,pp,-0.0027341614185629397,0.049264888310503734,0.954845102684713,0.0
1.0,16.0,57.0,uu,0.22464371363856922,0.1872557194900738,1.0815968098088156,0.0
1.0,16.0,57.0,up,0.008580314932613953,0.041988761155765206,0.03294798982382444,0.0
1.0,16.0,57.0,pu,-0.008485107878880151,-0.026404384993848926,0.03294798982382444,0.0
1.0,16.0,57.0,pp,-0.00443419777122617,0.04452266452080125,0.9563128276019605,0.0
1.0,16.0,58.0,uu,0.22320093353545212,0.1816251861176308,1.090350297019227,0.0
1.0,16.0,58.0,up,0.007644571105624618,0.049358044188446394,0.01669326432491834,0.0
1.0,16.0,58.0,pu,-0.007490415922509322,-0.033704856926743326,0.01669326432491834,0.0
1.0,16.0,58.0,pp,-0.0057610271200380396,0.03778214660129122,0.9634788387761974,0.0
1.0,16.0,59.0,uu,0.22195920361878355,0.1750901515223984,1.0940065985389236,0.0
1.0,16.0,59.0,up,0.006532008615076097,0.05519926622994803,0.004622018235111031,0.0
1.0,16.0,59.0,pu,-0.006272107922322661,-0.039897545125751006,0.004622018235111031,0.0
1.0,16.0,59.0,pp,-0.006613879773061996,0.026386803509211177,0.976130127605469,0.0
1.0,16.0,60.0,uu,0.22094424256781156,0.16660830450203648,1.0944221977134407,0.0
